AWS_AccountID,AWS_Region,AWS_Partition,AWS_Service,AWS_ResourceType,AWS_ResourceID,AWS_ResourceARN,AWS_Tags
575530852213,us-east-1,aws,ec2,elastic-ip,eipalloc-03b5dc010100f14c1,arn:aws:ec2:us-east-1:575530852213:elastic-ip/eipalloc-03b5dc010100f14c1,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'ElasticIP'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-eip-1'}]"
575530852213,us-east-1,aws,ec2,elastic-ip,eipalloc-05a42364456d5ddf0,arn:aws:ec2:us-east-1:575530852213:elastic-ip/eipalloc-05a42364456d5ddf0,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'ElasticIP'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-eip-2'}]"
575530852213,us-east-1,aws,ec2,elastic-ip,eipalloc-0ec62aa7eea591412,arn:aws:ec2:us-east-1:575530852213:elastic-ip/eipalloc-0ec62aa7eea591412,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'ElasticIP'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-eip-3'}]"
575530852213,us-east-1,aws,ec2,instance,i-0876fdd10777428a9,arn:aws:ec2:us-east-1:575530852213:instance/i-0876fdd10777428a9,"[{'Key': 'aws:autoscaling:groupName', 'Value': 'eks-rgtrovao-project-eks-node-group-4acdee06-0616-3543-15ba-906a21746100'}, {'Key': 'aws:ec2:fleet-id', 'Value': 'fleet-7b159b0e-8924-66be-2432-a522a016b646'}, {'Key': 'k8s.io/cluster-autoscaler/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'eks:cluster-name', 'Value': 'rgtrovao-project-eks-cluster'}, {'Key': 'aws:ec2launchtemplate:version', 'Value': '1'}, {'Key': 'eks:nodegroup-name', 'Value': 'rgtrovao-project-eks-node-group'}, {'Key': 'k8s.io/cluster-autoscaler/enabled', 'Value': 'true'}, {'Key': 'kubernetes.io/cluster/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'aws:ec2launchtemplate:id', 'Value': 'lt-0d27d25e0c88185bb'}]"
575530852213,us-east-1,aws,ec2,instance,i-0a276aedbdd604015,arn:aws:ec2:us-east-1:575530852213:instance/i-0a276aedbdd604015,"[{'Key': 'aws:autoscaling:groupName', 'Value': 'eks-rgtrovao-project-eks-node-group-50cdee13-c8ac-cf4b-ba89-7d68a3cecfe3'}, {'Key': 'aws:ec2:fleet-id', 'Value': 'fleet-d99fb326-ab06-ce34-2638-252a452805a0'}, {'Key': 'k8s.io/cluster-autoscaler/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'aws:eks:cluster-name', 'Value': 'rgtrovao-project-eks-cluster'}, {'Key': 'eks:cluster-name', 'Value': 'rgtrovao-project-eks-cluster'}, {'Key': 'aws:ec2launchtemplate:version', 'Value': '1'}, {'Key': 'eks:nodegroup-name', 'Value': 'rgtrovao-project-eks-node-group'}, {'Key': 'k8s.io/cluster-autoscaler/enabled', 'Value': 'true'}, {'Key': 'kubernetes.io/cluster/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'aws:ec2launchtemplate:id', 'Value': 'lt-040ee9518a2be44cf'}]"
575530852213,us-east-1,aws,ec2,instance,i-0aa7b03a1921608a8,arn:aws:ec2:us-east-1:575530852213:instance/i-0aa7b03a1921608a8,"[{'Key': 'aws:autoscaling:groupName', 'Value': 'eks-rgtrovao-project-eks-node-group-50cdee13-c8ac-cf4b-ba89-7d68a3cecfe3'}, {'Key': 'aws:ec2:fleet-id', 'Value': 'fleet-cd950d1d-be24-e42f-a6b0-2b08bfc76a81'}, {'Key': 'k8s.io/cluster-autoscaler/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'aws:eks:cluster-name', 'Value': 'rgtrovao-project-eks-cluster'}, {'Key': 'eks:cluster-name', 'Value': 'rgtrovao-project-eks-cluster'}, {'Key': 'aws:ec2launchtemplate:version', 'Value': '1'}, {'Key': 'eks:nodegroup-name', 'Value': 'rgtrovao-project-eks-node-group'}, {'Key': 'k8s.io/cluster-autoscaler/enabled', 'Value': 'true'}, {'Key': 'kubernetes.io/cluster/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'aws:ec2launchtemplate:id', 'Value': 'lt-040ee9518a2be44cf'}]"
575530852213,us-east-1,aws,ec2,instance,i-0f77d532331dd907b,arn:aws:ec2:us-east-1:575530852213:instance/i-0f77d532331dd907b,"[{'Key': 'aws:autoscaling:groupName', 'Value': 'eks-rgtrovao-project-eks-node-group-4acdee06-0616-3543-15ba-906a21746100'}, {'Key': 'aws:ec2:fleet-id', 'Value': 'fleet-d3849804-d9bd-c996-0eb8-a420ad2b6727'}, {'Key': 'k8s.io/cluster-autoscaler/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'eks:cluster-name', 'Value': 'rgtrovao-project-eks-cluster'}, {'Key': 'aws:ec2launchtemplate:version', 'Value': '1'}, {'Key': 'eks:nodegroup-name', 'Value': 'rgtrovao-project-eks-node-group'}, {'Key': 'k8s.io/cluster-autoscaler/enabled', 'Value': 'true'}, {'Key': 'kubernetes.io/cluster/rgtrovao-project-eks-cluster', 'Value': 'owned'}, {'Key': 'aws:ec2launchtemplate:id', 'Value': 'lt-0d27d25e0c88185bb'}]"
575530852213,us-east-1,aws,ec2,internet-gateway,igw-0b057fc511ac32a79,arn:aws:ec2:us-east-1:575530852213:internet-gateway/igw-0b057fc511ac32a79,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'InternetGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-igw'}]"
575530852213,us-east-1,aws,ec2,launch-template,lt-040ee9518a2be44cf,arn:aws:ec2:us-east-1:575530852213:launch-template/lt-040ee9518a2be44cf,"[{'Key': 'eks:cluster-name', 'Value': 'rgtrovao-project-eks-cluster'}, {'Key': 'eks:nodegroup-name', 'Value': 'rgtrovao-project-eks-node-group'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-00fff628db1cbb7e6,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-00fff628db1cbb7e6,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-3'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-022952f0de6dd2834,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-022952f0de6dd2834,"[{'Key': 'Project', 'Value': 'eks-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'eks-vpc-nat-gateway-2'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-023c5663caaebcf49,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-023c5663caaebcf49,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-3'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-03baf2efa7055ec26,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-03baf2efa7055ec26,"[{'Key': 'Project', 'Value': 'eks-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'eks-vpc-nat-gateway-1'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-07e256115d22f0e11,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-07e256115d22f0e11,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-2'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-083e0d1b54ccbeed2,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-083e0d1b54ccbeed2,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-1'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-09763483a012c2679,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-09763483a012c2679,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-1'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-0b597056b6a67caab,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-0b597056b6a67caab,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-3'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-0bce106f8d7a561ff,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-0bce106f8d7a561ff,"[{'Key': 'Project', 'Value': 'eks-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'eks-vpc-nat-gateway-3'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-0e15561e4eea51068,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-0e15561e4eea51068,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-1'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-0e944c292e50e53b3,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-0e944c292e50e53b3,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-2'}]"
575530852213,us-east-1,aws,ec2,natgateway,nat-0ee75d459b81f5dba,arn:aws:ec2:us-east-1:575530852213:natgateway/nat-0ee75d459b81f5dba,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'NATGateway'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-nat-gateway-2'}]"
575530852213,us-east-1,aws,ec2,network-interface,eni-013a11a27afd9dec0,arn:aws:ec2:us-east-1:575530852213:network-interface/eni-013a11a27afd9dec0,"[{'Key': 'eks:eni:owner', 'Value': 'amazon-vpc-cni'}, {'Key': 'node.k8s.amazonaws.com/instance_id', 'Value': 'i-0876fdd10777428a9'}, {'Key': 'cluster.k8s.amazonaws.com/name', 'Value': 'rgtrovao-project-eks-cluster'}]"
575530852213,us-east-1,aws,ec2,network-interface,eni-05ad792467da80309,arn:aws:ec2:us-east-1:575530852213:network-interface/eni-05ad792467da80309,"[{'Key': 'eks:eni:owner', 'Value': 'amazon-vpc-cni'}, {'Key': 'node.k8s.amazonaws.com/instance_id', 'Value': 'i-0f77d532331dd907b'}, {'Key': 'node.k8s.amazonaws.com/createdAt', 'Value': '2026-01-20T15:37:08Z'}, {'Key': 'cluster.k8s.amazonaws.com/name', 'Value': 'rgtrovao-project-eks-cluster'}]"
575530852213,us-east-1,aws,ec2,network-interface,eni-063db3b0a13f7cf77,arn:aws:ec2:us-east-1:575530852213:network-interface/eni-063db3b0a13f7cf77,"[{'Key': 'eks:eni:owner', 'Value': 'amazon-vpc-cni'}, {'Key': 'node.k8s.amazonaws.com/instance_id', 'Value': 'i-0aa7b03a1921608a8'}, {'Key': 'node.k8s.amazonaws.com/createdAt', 'Value': '2026-01-20T16:06:53Z'}, {'Key': 'cluster.k8s.amazonaws.com/name', 'Value': 'rgtrovao-project-eks-cluster'}]"
575530852213,us-east-1,aws,ec2,network-interface,eni-0db5c5f4c73d419b0,arn:aws:ec2:us-east-1:575530852213:network-interface/eni-0db5c5f4c73d419b0,"[{'Key': 'eks:eni:owner', 'Value': 'amazon-vpc-cni'}, {'Key': 'node.k8s.amazonaws.com/instance_id', 'Value': 'i-0aa7b03a1921608a8'}, {'Key': 'cluster.k8s.amazonaws.com/name', 'Value': 'rgtrovao-project-eks-cluster'}]"
575530852213,us-east-1,aws,ec2,network-interface,eni-0ecaea18c9242cf5f,arn:aws:ec2:us-east-1:575530852213:network-interface/eni-0ecaea18c9242cf5f,"[{'Key': 'eks:eni:owner', 'Value': 'amazon-vpc-cni'}, {'Key': 'node.k8s.amazonaws.com/instance_id', 'Value': 'i-0a276aedbdd604015'}, {'Key': 'cluster.k8s.amazonaws.com/name', 'Value': 'rgtrovao-project-eks-cluster'}]"
575530852213,us-east-1,aws,ec2,network-interface,eni-0f908dfd63936c520,arn:aws:ec2:us-east-1:575530852213:network-interface/eni-0f908dfd63936c520,"[{'Key': 'eks:eni:owner', 'Value': 'amazon-vpc-cni'}, {'Key': 'node.k8s.amazonaws.com/instance_id', 'Value': 'i-0f77d532331dd907b'}, {'Key': 'cluster.k8s.amazonaws.com/name', 'Value': 'rgtrovao-project-eks-cluster'}]"
575530852213,us-east-1,aws,ec2,route-table,rtb-03ed73d14739540c4,arn:aws:ec2:us-east-1:575530852213:route-table/rtb-03ed73d14739540c4,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'PrivateRouteTable'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Tier', 'Value': 'Private'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-private-rt-3'}]"
575530852213,us-east-1,aws,ec2,route-table,rtb-058dd301f3c3674e6,arn:aws:ec2:us-east-1:575530852213:route-table/rtb-058dd301f3c3674e6,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'PrivateRouteTable'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Tier', 'Value': 'Private'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-private-rt-1'}]"
575530852213,us-east-1,aws,ec2,route-table,rtb-06293045c2651a9be,arn:aws:ec2:us-east-1:575530852213:route-table/rtb-06293045c2651a9be,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'PublicRouteTable'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Tier', 'Value': 'Public'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-public-rt'}]"
575530852213,us-east-1,aws,ec2,route-table,rtb-070801437951320da,arn:aws:ec2:us-east-1:575530852213:route-table/rtb-070801437951320da,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'DatabaseRouteTable'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Tier', 'Value': 'Database'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-database-rt-2'}]"
575530852213,us-east-1,aws,ec2,route-table,rtb-0db091d7a53049e50,arn:aws:ec2:us-east-1:575530852213:route-table/rtb-0db091d7a53049e50,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'DatabaseRouteTable'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Tier', 'Value': 'Database'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-database-rt-3'}]"
575530852213,us-east-1,aws,ec2,route-table,rtb-0e73cdf6f0b85a176,arn:aws:ec2:us-east-1:575530852213:route-table/rtb-0e73cdf6f0b85a176,"[{'Key': 'Project', 'Value': 'rgtrovao-project'}, {'Key': 'Type', 'Value': 'PrivateRouteTable'}, {'Key': 'ManagedBy', 'Value': 'Terraform'}, {'Key': 'Tier', 'Value': 'Private'}, {'Key': 'Environment', 'Value': 'dev'}, {'Key': 'Name', 'Value': 'rgtrovao-vpc-private-rt-2'}]"
